Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,Longitude,Latitude,Location
2019,773,627686,627686,6 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93813,-37.82294,"-37.82294, 144.93813"
2019,773,627687,627687,4 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93811,-37.82299,"-37.82299, 144.93811"
2019,773,627692,627692,1 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93769,-37.82295,"-37.82295, 144.93769"
2019,773,627693,627693,3 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.9377,-37.82291,"-37.82291, 144.9377"
2019,773,627695,627695,7 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93775,-37.82277,"-37.82277, 144.93775"
2019,773,627696,627696,9 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93778,-37.8227,"-37.8227, 144.93778"
2019,773,627698,627698,42 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93868,-37.82251,"-37.82251, 144.93868"
2019,773,627700,627700,43 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93858,-37.82285,"-37.82285, 144.93858"
2019,773,627703,627703,3 Barring Mews DOCKLANDS 3008,Docklands,Residential,2,144.93845,-37.82304,"-37.82304, 144.93845"
2019,773,627705,627705,58 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93765,-37.82228,"-37.82228, 144.93765"
2019,773,627706,627706,60 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93754,-37.82225,"-37.82225, 144.93754"
2019,773,627712,627712,2 Stokehold Mews DOCKLANDS 3008,Docklands,Residential,1,144.93736,-37.82288,"-37.82288, 144.93736"
2019,773,627717,627717,40 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93891,-37.82256,"-37.82256, 144.93891"
2019,773,627719,627719,37 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93908,-37.82295,"-37.82295, 144.93908"
2019,773,637394,637394,64 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93719,-37.82218,"-37.82218, 144.93719"
2019,773,637396,637396,68 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93699,-37.82213,"-37.82213, 144.93699"
2019,773,637398,637398,9 Stokehold Mews DOCKLANDS 3008,Docklands,Residential,2,144.93717,-37.82255,"-37.82255, 144.93717"
2019,773,637401,637401,61 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93695,-37.8225,"-37.8225, 144.93695"
2019,773,637402,637402,63 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93687,-37.82249,"-37.82249, 144.93687"
2019,773,637415,637415,24 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.9399,-37.82279,"-37.82279, 144.9399"
2019,773,637416,637416,26 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93979,-37.82277,"-37.82277, 144.93979"
2019,773,637420,637420,23 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.9398,-37.82312,"-37.82312, 144.9398"
2019,773,637425,637425,33 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93942,-37.82304,"-37.82304, 144.93942"
2019,773,637427,637427,130 Lorimer Street DOCKLANDS 3008,Docklands,Residential,2,144.93946,-37.82328,"-37.82328, 144.93946"
2019,773,637428,637428,128 Lorimer Street DOCKLANDS 3008,Docklands,Residential,2,144.93957,-37.8233,"-37.8233, 144.93957"
2019,773,677813,677813,202-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93582,-37.82171,"-37.82171, 144.93582"
2019,773,677815,677815,200-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93568,-37.82168,"-37.82168, 144.93568"
2019,773,677817,677817,210-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93554,-37.82165,"-37.82165, 144.93554"
2019,773,677818,677818,212-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93547,-37.82163,"-37.82163, 144.93547"
2019,773,677820,677820,216-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93533,-37.8216,"-37.8216, 144.93533"
2019,773,677821,677821,218-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93526,-37.82158,"-37.82158, 144.93526"
2019,774,110860,110860,351-387 Ingles Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,172,144.93339,-37.82323,"-37.82323, 144.93339"
2019,774,559029,559029,151-159 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,21,144.93119,-37.82352,"-37.82352, 144.93119"
2019,774,611377,611377,161-189 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,109,144.93204,-37.82353,"-37.82353, 144.93204"
2019,775,600453,600453,870-872 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,50,144.93542,-37.82314,"-37.82314, 144.93542"
2019,775,600456,600456,Lorimer Place 874-886 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,39,144.93619,-37.82373,"-37.82373, 144.93619"
2019,776,110532,110532,99-111 Lorimer Street DOCKLANDS 3008,Docklands,Private,241,144.93943,-37.82435,"-37.82435, 144.93943"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,13,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,8,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,564808,564808,Citilink Industrial Estate 329-349 Ingles Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,24,144.9347,-37.82496,"-37.82496, 144.9347"
2019,778,564808,564808,Citilink Industrial Estate 329-349 Ingles Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,15,144.9347,-37.82496,"-37.82496, 144.9347"
2019,779,110548,110548,92-100 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,40,144.92741,-37.82436,"-37.82436, 144.92741"
2019,779,110549,110549,102-106 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,18,144.92794,-37.82432,"-37.82432, 144.92794"
2019,781,110551,110551,49-89 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,467,144.92539,-37.82303,"-37.82303, 144.92539"
2019,782,110517,110517,748-766 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,35,144.92743,-37.82246,"-37.82246, 144.92743"
2019,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,220,144.92887,-37.82258,"-37.82258, 144.92887"
2019,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,83,144.92887,-37.82258,"-37.82258, 144.92887"
2019,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,16,144.92887,-37.82258,"-37.82258, 144.92887"
2019,783,562527,562527,717-721 Lorimer Street DOCKLANDS 3008,Docklands,Private,40,144.92513,-37.82036,"-37.82036, 144.92513"
2019,784,110511,110597,Rear 620 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,22,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110561,110597,6-8 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,16,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110565,110597,13 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,8,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110566,110597,15 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110567,110597,2 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,16,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110568,110597,7 Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,11,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110569,110597,9 Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,39,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110572,110597,2 Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,11,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110594,110597,261 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,63,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,588937,110597,3-3A Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,30,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,588937,110597,3-3A Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,15,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,588937,110597,3-3A Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,2,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,588937,110597,3-3A Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,17,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,589082,110597,43 Bayside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,18,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,600460,110597,10 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,118,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,600461,110597,12 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,107,144.91884,-37.82228,"-37.82228, 144.91884"
2019,785,110505,110505,(33 South Wharf) 353-467 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,6,144.91101,-37.82224,"-37.82224, 144.91101"
2019,785,110535,110535,263-329 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,38,144.90423,-37.82536,"-37.82536, 144.90423"
2019,785,110535,110535,263-329 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.90423,-37.82536,"-37.82536, 144.90423"
2019,785,110535,110535,263-329 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,2,144.90423,-37.82536,"-37.82536, 144.90423"
2019,786,110588,110588,157-171 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,8,144.92123,-37.82732,"-37.82732, 144.92123"
2019,786,110588,110588,157-171 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,21,144.92123,-37.82732,"-37.82732, 144.92123"
2019,786,110588,110588,157-171 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,20,144.92123,-37.82732,"-37.82732, 144.92123"
2019,786,110588,110588,157-171 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,9,144.92123,-37.82732,"-37.82732, 144.92123"
2019,786,110589,110589,173-187 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,240,144.92087,-37.82606,"-37.82606, 144.92087"
2019,786,602736,110589,9 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,Private,20,144.92087,-37.82606,"-37.82606, 144.92087"
2019,786,692423,692423,61-65 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,161,144.91751,-37.82688,"-37.82688, 144.91751"
2019,787,640574,640574,40-44 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,24,144.91626,-37.83056,"-37.83056, 144.91626"
2019,787,640582,640582,20-22 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,14,144.91444,-37.83185,"-37.83185, 144.91444"
2019,788,110639,110639,2 West Gate Freeway PORT MELBOURNE VIC 3207,Port Melbourne,Private,58,144.9186,-37.83099,"-37.83099, 144.9186"
2019,789,110577,110577,Herald And Weekly Times Westgate Print Centre 127 Todd Road PORT MELBOURNE VIC 3207,Port Melbourne,Private,260,144.91016,-37.8282,"-37.8282, 144.91016"
2019,789,111274,111274,Westgate Park 93-125 Todd Road PORT MELBOURNE VIC 3207,Port Melbourne,Private,20,144.90838,-37.83142,"-37.83142, 144.90838"
2019,789,644342,644342,81-91 Todd Road PORT MELBOURNE VIC 3207,Port Melbourne,Private,20,144.91169,-37.833,"-37.833, 144.91169"
2019,790,110504,110504,344-370 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,150,144.91016,-37.82374,"-37.82374, 144.91016"
2019,790,667313,570826,"Building 3, 48 Wirraway Drive PORT MELBOURNE VIC 3207",Port Melbourne,Private,13,144.90796,-37.82684,"-37.82684, 144.90796"
2019,790,586084,586084,43-49 Wharf Road PORT MELBOURNE VIC 3207,Port Melbourne,Private,34,144.90839,-37.82737,"-37.82737, 144.90839"
2019,790,589450,589450,262-276 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,96,144.90498,-37.82647,"-37.82647, 144.90498"
2019,790,589462,589462,38-46 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,2,144.90634,-37.82798,"-37.82798, 144.90634"
2019,790,593751,593751,70-78 Wirraway Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,4,144.90911,-37.82471,"-37.82471, 144.90911"
2019,790,593751,593751,70-78 Wirraway Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.90911,-37.82471,"-37.82471, 144.90911"
2019,790,593752,593752,64-68 Wirraway Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,5,144.90882,-37.82497,"-37.82497, 144.90882"
2019,790,597227,597227,80-88 Wirraway Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.9099,-37.82481,"-37.82481, 144.9099"
2019,790,599616,599616,27-45 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,12,144.90723,-37.82721,"-37.82721, 144.90723"
2019,790,599616,599616,27-45 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.90723,-37.82721,"-37.82721, 144.90723"
2019,790,599616,599616,27-45 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,15,144.90723,-37.82721,"-37.82721, 144.90723"
2019,790,626609,613950,34 Wirraway Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,4,144.90951,-37.8267,"-37.8267, 144.90951"
2019,790,589460,624112,20 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.90588,-37.82748,"-37.82748, 144.90588"
2019,790,589460,624112,20 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,13,144.90588,-37.82748,"-37.82748, 144.90588"
2019,790,589460,624112,20 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.90588,-37.82748,"-37.82748, 144.90588"
2019,790,589460,624112,20 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,5,144.90588,-37.82748,"-37.82748, 144.90588"
2019,790,589461,624112,36 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,8,144.90588,-37.82748,"-37.82748, 144.90588"
2019,790,589461,624112,36 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.90588,-37.82748,"-37.82748, 144.90588"
2019,791,111216,110496,212 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,13,144.90126,-37.8298,"-37.8298, 144.90126"
2019,791,111416,110496,198 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,4,144.90126,-37.8298,"-37.8298, 144.90126"
2019,791,111421,110496,"Unit 3, 202 Lorimer Street PORT MELBOURNE VIC 3207",Port Melbourne,Private,2,144.90126,-37.8298,"-37.8298, 144.90126"
2019,791,560353,559378,6-8 Network Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.90226,-37.82998,"-37.82998, 144.90226"
2019,791,560354,559378,10-12 Network Drive PORT MELBOURNE VIC 3207,Port Melbourne,Private,5,144.90226,-37.82998,"-37.82998, 144.90226"
2019,793,670592,670592,92-96 Kooringa Way PORT MELBOURNE VIC 3207,Port Melbourne,Private,56,144.90041,-37.8356,"-37.8356, 144.90041"
2019,794,657211,657211,50-90 Kooringa Way PORT MELBOURNE VIC 3207,Port Melbourne,Private,217,144.90388,-37.83578,"-37.83578, 144.90388"
2019,801,110327,110327,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Private,39,144.96383,-37.82083,"-37.82083, 144.96383"
2019,802,575822,575822,17-23 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,Private,80,144.96158,-37.82237,"-37.82237, 144.96158"
2019,804,110527,110484,South Wharf Carpark 15 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Commercial,1150,144.95232,-37.82543,"-37.82543, 144.95232"
2019,804,623557,110484,Melbourne Exhibition Centre 2 Clarendon Street SOUTH WHARF VIC 3006,Southbank,Commercial,1696,144.95232,-37.82543,"-37.82543, 144.95232"
2019,808,108049,108049,95-105 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,Private,86,144.961,-37.82461,"-37.82461, 144.961"
2019,808,108050,108050,107-127 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,Private,24,144.96077,-37.82491,"-37.82491, 144.96077"
2019,808,108051,108051,129-131 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,Private,3,144.96059,-37.82512,"-37.82512, 144.96059"
2019,808,110385,110385,Southbank One 174-184 City Road SOUTHBANK VIC 3006,Southbank,Residential,386,144.96192,-37.82384,"-37.82384, 144.96192"
2019,810,570683,570683,110-120 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Residential,351,144.96206,-37.82548,"-37.82548, 144.96206"
2019,810,590043,576746,Melbourne Tower 171-179 City Road SOUTHBANK VIC 3006,Southbank,Residential,352,144.96218,-37.82476,"-37.82476, 144.96218"
2019,810,608820,608820,1-13 Balston Street SOUTHBANK VIC 3006,Southbank,Residential,258,144.96164,-37.82517,"-37.82517, 144.96164"
2019,811,110362,110362,WRAP Residences 133-139 City Road SOUTHBANK VIC 3006,Southbank,Residential,241,144.96358,-37.82348,"-37.82348, 144.96358"
2019,812,110350,110350,Gallery Tower 27-33 City Road SOUTHBANK VIC 3006,Southbank,Residential,43,144.96686,-37.82174,"-37.82174, 144.96686"
2019,812,110416,110416,18 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Residential,10,144.96603,-37.82272,"-37.82272, 144.96603"
2019,815,110387,110387,248-254 City Road SOUTHBANK VIC 3006,Southbank,Private,35,144.95966,-37.82571,"-37.82571, 144.95966"
2019,853,100420,100420,134 Anderson Street SOUTH YARRA VIC 3141,South Yarra,Residential,5,144.98493,-37.82912,"-37.82912, 144.98493"
2019,853,100424,100424,118-120 Anderson Street SOUTH YARRA VIC 3141,South Yarra,Residential,14,144.98489,-37.83011,"-37.83011, 144.98489"
2019,853,100425,100425,112-116 Anderson Street SOUTH YARRA VIC 3141,South Yarra,Residential,6,144.98472,-37.83031,"-37.83031, 144.98472"
2019,853,102026,102026,66-72 Clowes Street SOUTH YARRA VIC 3141,South Yarra,Residential,1,144.98564,-37.83034,"-37.83034, 144.98564"
2019,853,108662,108662,9-13 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,2,144.98529,-37.82956,"-37.82956, 144.98529"
2019,853,108665,108665,23-25 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,8,144.98562,-37.83,"-37.83, 144.98562"
2019,853,108666,108666,28-30 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,6,144.98574,-37.8299,"-37.8299, 144.98574"
2019,853,108667,108667,24-26 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,3,144.98574,-37.8297,"-37.8297, 144.98574"
2019,853,108668,108668,20-22 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,6,144.98574,-37.82956,"-37.82956, 144.98574"
2019,853,108669,108669,16-18 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,2,144.98578,-37.82938,"-37.82938, 144.98578"
2019,853,108670,108670,12-14 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,2,144.98566,-37.82921,"-37.82921, 144.98566"
2019,853,108671,108671,4-10 St Leonards Court SOUTH YARRA VIC 3141,South Yarra,Residential,2,144.98531,-37.82917,"-37.82917, 144.98531"
2019,853,109899,109899,327-329 Walsh Street SOUTH YARRA VIC 3141,South Yarra,Residential,2,144.98615,-37.82972,"-37.82972, 144.98615"
2019,853,110918,110918,52-54 Clowes Street SOUTH YARRA VIC 3141,South Yarra,Residential,2,144.98615,-37.83055,"-37.83055, 144.98615"
2019,854,100393,100393,31-33 Alexandra Avenue SOUTH YARRA VIC 3141,South Yarra,Residential,6,144.98689,-37.83001,"-37.83001, 144.98689"
2019,854,100394,100394,35-37 Alexandra Avenue SOUTH YARRA VIC 3141,South Yarra,Residential,4,144.987,-37.83019,"-37.83019, 144.987"
2019,854,109900,109900,324-326 Walsh Street SOUTH YARRA VIC 3141,South Yarra,Residential,9,144.98669,-37.82979,"-37.82979, 144.98669"
2019,854,109901,109901,322 Walsh Street SOUTH YARRA VIC 3141,South Yarra,Residential,4,144.98664,-37.83001,"-37.83001, 144.98664"
