Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,Longitude,Latitude,Location
2019,609,107676,107676,96 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98604,-37.81361,"-37.81361, 144.98604"
2019,609,107680,107680,88 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.986,-37.81384,"-37.81384, 144.986"
2019,609,107683,107683,82 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98598,-37.814,"-37.814, 144.98598"
2019,610,104356,104356,72 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98724,-37.81287,"-37.81287, 144.98724"
2019,610,104363,104363,48 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98793,-37.81305,"-37.81305, 144.98793"
2019,610,104365,104365,42-44 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98807,-37.81307,"-37.81307, 144.98807"
2019,610,104513,104513,51 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98769,-37.81244,"-37.81244, 144.98769"
2019,610,104515,104515,61-63 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98738,-37.8124,"-37.8124, 144.98738"
2019,610,104521,104521,81 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98686,-37.81233,"-37.81233, 144.98686"
2019,610,104522,104522,83 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9868,-37.81233,"-37.81233, 144.9868"
2019,610,104523,104523,85 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98675,-37.81232,"-37.81232, 144.98675"
2019,610,107662,107662,132 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98629,-37.81249,"-37.81249, 144.98629"
2019,610,107664,107664,126-128 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98627,-37.81262,"-37.81262, 144.98627"
2019,610,107667,107667,98-106 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98612,-37.81291,"-37.81291, 144.98612"
2019,610,108753,108753,121-125 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98818,-37.81308,"-37.81308, 144.98818"
2019,610,108754,108754,127-135 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,11,144.98805,-37.81284,"-37.81284, 144.98805"
2019,612,100367,100367,128 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98694,-37.8105,"-37.8105, 144.98694"
2019,612,100368,100368,122-126 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98707,-37.81051,"-37.81051, 144.98707"
2019,612,100373,100373,84-90 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,30,144.98818,-37.81047,"-37.81047, 144.98818"
2019,612,100374,100374,82 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98824,-37.81068,"-37.81068, 144.98824"
2019,612,107650,107650,168 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98657,-37.81023,"-37.81023, 144.98657"
2019,612,107651,107651,166 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98656,-37.81029,"-37.81029, 144.98656"
2019,612,107653,107653,162 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98654,-37.8104,"-37.8104, 144.98654"
2019,612,108759,108759,167 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9885,-37.81056,"-37.81056, 144.9885"
2019,612,108760,108760,169 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98847,-37.8105,"-37.8105, 144.98847"
2019,612,108763,108763,177 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98855,-37.81033,"-37.81033, 144.98855"
2019,612,109619,109619,524 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98873,-37.81002,"-37.81002, 144.98873"
2019,612,109620,109620,522 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98868,-37.81002,"-37.81002, 144.98868"
2019,612,109624,109624,512 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98839,-37.81001,"-37.81001, 144.98839"
2019,612,109625,109625,510 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98833,-37.81001,"-37.81001, 144.98833"
2019,612,109632,109632,490-492 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98779,-37.81003,"-37.81003, 144.98779"
2019,612,109636,109636,478 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98743,-37.80991,"-37.80991, 144.98743"
2019,612,109638,109638,470-472 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,5,144.98721,-37.81004,"-37.81004, 144.98721"
2019,612,109639,109639,462-468 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,14,144.98703,-37.81003,"-37.81003, 144.98703"
2019,613,594750,109643,201 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,118,144.98562,-37.81005,"-37.81005, 144.98562"
2019,613,109645,109645,388-410 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,254,144.98484,-37.80996,"-37.80996, 144.98484"
2019,613,109646,109646,386 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,6,144.98449,-37.80967,"-37.80967, 144.98449"
2019,613,109647,109647,382 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,6,144.98441,-37.80968,"-37.80968, 144.98441"
2019,613,109648,109648,380 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,5,144.98434,-37.80966,"-37.80966, 144.98434"
2019,614,100334,100334,93-97 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98491,-37.81093,"-37.81093, 144.98491"
2019,614,107642,107642,147-163 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,16,144.98563,-37.81147,"-37.81147, 144.98563"
2019,614,107647,107647,177-181 Powlett Street EAST MELBOURNE 3002,East Melbourne,Private,14,144.98573,-37.81087,"-37.81087, 144.98573"
2019,615,104344,104344,132 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98501,-37.81259,"-37.81259, 144.98501"
2019,615,104531,104531,125 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98514,-37.81215,"-37.81215, 144.98514"
2019,615,104532,104532,127 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98508,-37.81214,"-37.81214, 144.98508"
2019,615,107634,107634,121-123 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98543,-37.81259,"-37.81259, 144.98543"
2019,615,107637,107637,129 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98547,-37.81239,"-37.81239, 144.98547"
2019,615,107638,107638,131 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98549,-37.81235,"-37.81235, 144.98549"
2019,615,107640,107640,135 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98551,-37.81225,"-37.81225, 144.98551"
2019,616,104335,104335,155 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98533,-37.81315,"-37.81315, 144.98533"
2019,616,104337,104337,159 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98516,-37.81314,"-37.81314, 144.98516"
2019,616,104338,104338,161-165 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98505,-37.81324,"-37.81324, 144.98505"
2019,616,104972,104972,172 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9846,-37.81365,"-37.81365, 144.9846"
2019,616,104974,104974,168 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98472,-37.8137,"-37.8137, 144.98472"
2019,616,104983,104983,146 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9854,-37.81387,"-37.81387, 144.9854"
2019,616,107629,107629,85 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98525,-37.8137,"-37.8137, 144.98525"
2019,616,107630,107630,87 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98527,-37.81364,"-37.81364, 144.98527"
2019,616,107632,107632,95-101 Powlett Street EAST MELBOURNE 3002,East Melbourne,Private,9,144.9853,-37.81337,"-37.81337, 144.9853"
2019,616,111158,111158,89 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98528,-37.81359,"-37.81359, 144.98528"
2019,616,111159,111159,91 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98529,-37.81354,"-37.81354, 144.98529"
2019,617,104265,104265,194 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9835,-37.81481,"-37.81481, 144.9835"
2019,617,104269,104269,188 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98401,-37.81478,"-37.81478, 144.98401"
2019,617,104270,104270,186 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98419,-37.81483,"-37.81483, 144.98419"
2019,617,104271,104271,184 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98425,-37.81483,"-37.81483, 144.98425"
2019,617,104275,104275,152-166 George Street EAST MELBOURNE 3002,East Melbourne,Residential,4,144.98502,-37.81501,"-37.81501, 144.98502"
2019,617,104966,104966,171-177 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98433,-37.81436,"-37.81436, 144.98433"
2019,617,104970,104970,193 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,3,144.98362,-37.81426,"-37.81426, 144.98362"
2019,617,107626,107626,59 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98509,-37.81459,"-37.81459, 144.98509"
2019,617,107627,107627,61 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98511,-37.81449,"-37.81449, 144.98511"
2019,617,107628,107628,63-71 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98528,-37.81434,"-37.81434, 144.98528"
2019,618,104255,104255,173-175 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98458,-37.81547,"-37.81547, 144.98458"
2019,618,104259,104259,199 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98377,-37.81537,"-37.81537, 144.98377"
2019,618,104262,104262,205 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98356,-37.81535,"-37.81535, 144.98356"
2019,618,104263,104263,207 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98349,-37.81534,"-37.81534, 144.98349"
2019,618,107622,107622,21-25 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,12,144.98491,-37.81567,"-37.81567, 144.98491"
2019,618,109996,109996,1-9 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,114,144.98483,-37.81609,"-37.81609, 144.98483"
2019,620,100362,100362,242-248 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98286,-37.80997,"-37.80997, 144.98286"
2019,620,101997,101997,1-19 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,20,144.98321,-37.81001,"-37.81001, 144.98321"
2019,621,105436,105436,12 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Private,2,144.97869,-37.80945,"-37.80945, 144.97869"
2019,621,109655,109655,240-254 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,161,144.97998,-37.80919,"-37.80919, 144.97998"
2019,621,110641,110641,314-320 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.9805,-37.80979,"-37.80979, 144.9805"
2019,621,586152,586152,9-19 Eades Street EAST MELBOURNE 3002,East Melbourne,Residential,45,144.98074,-37.80964,"-37.80964, 144.98074"
2019,642,108993,108993,250-290 Spring Street EAST MELBOURNE 3002,East Melbourne,Private,16,144.97234,-37.80866,"-37.80866, 144.97234"
2019,644,109668,109668,92-106 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,28,144.97488,-37.80863,"-37.80863, 144.97488"
2019,646,100352,100352,384-388 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,9,144.9781,-37.80943,"-37.80943, 144.9781"
2019,646,105429,105429,15-17 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Private,2,144.97803,-37.80929,"-37.80929, 144.97803"
2019,646,109661,109661,174-178 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,27,144.97772,-37.80894,"-37.80894, 144.97772"
2019,649,110742,108974,160 Spring Street EAST MELBOURNE 3002,East Melbourne,Private,172,144.97416,-37.81086,"-37.81086, 144.97416"
2019,649,110743,108974,481-487 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,10,144.97416,-37.81086,"-37.81086, 144.97416"
2019,650,110659,101782,7 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Private,50,144.97692,-37.81028,"-37.81028, 144.97692"
2019,651,557129,101779,10 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,146,144.9774,-37.81152,"-37.81152, 144.9774"
2019,651,101781,101781,65-75 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Residential,1,144.97584,-37.81109,"-37.81109, 144.97584"
2019,651,107429,107429,14-20 Parliament Place EAST MELBOURNE 3002,East Melbourne,Private,12,144.97579,-37.81137,"-37.81137, 144.97579"
2019,651,111470,111470,24-32 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Residential,15,144.97624,-37.81174,"-37.81174, 144.97624"
2019,652,108600,109542,55 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,59,144.97567,-37.8128,"-37.8128, 144.97567"
2019,654,580630,580630,100 Batman Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Commercial,82,144.97533,-37.81773,"-37.81773, 144.97533"
2019,655,105121,105121,133-143 Jolimont Road EAST MELBOURNE 3002,East Melbourne,Private,26,144.97828,-37.81795,"-37.81795, 144.97828"
2019,655,109976,109976,193-203 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Private,58,144.97842,-37.81675,"-37.81675, 144.97842"
2019,656,100251,100251,29-31 Agnes Street EAST MELBOURNE 3002,East Melbourne,Residential,9,144.9797,-37.81765,"-37.81765, 144.9797"
2019,656,100256,100256,49-51 Agnes Street EAST MELBOURNE 3002,East Melbourne,Private,6,144.97977,-37.8172,"-37.8172, 144.97977"
2019,656,101868,101868,19 Charles Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98084,-37.818,"-37.818, 144.98084"
2019,656,105132,105132,90-94 Jolimont Street EAST MELBOURNE 3002,East Melbourne,Private,10,144.9795,-37.81817,"-37.81817, 144.9795"
2019,656,105136,105136,76-78 Jolimont Street EAST MELBOURNE 3002,East Melbourne,Private,7,144.98018,-37.81825,"-37.81825, 144.98018"
2019,656,105137,105137,70-74 Jolimont Street EAST MELBOURNE 3002,East Melbourne,Private,45,144.98036,-37.81821,"-37.81821, 144.98036"
2019,656,105138,105138,66-68 Jolimont Street EAST MELBOURNE 3002,East Melbourne,Private,6,144.98053,-37.81822,"-37.81822, 144.98053"
2019,656,105149,105149,28 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Private,2,144.98149,-37.81792,"-37.81792, 144.98149"
2019,656,105150,105150,26 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,8,144.98151,-37.81783,"-37.81783, 144.98151"
2019,656,105154,105154,18 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98156,-37.81752,"-37.81752, 144.98156"
2019,656,109985,109985,61-71 Agnes Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.97998,-37.81681,"-37.81681, 144.97998"
2019,656,109988,109988,149-151 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Private,4,144.97968,-37.81677,"-37.81677, 144.97968"
2019,656,109989,109989,153-155 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Private,14,144.97957,-37.81676,"-37.81676, 144.97957"
2019,657,101066,101066,51 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98847,-37.81798,"-37.81798, 144.98847"
2019,657,101067,101067,53 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98847,-37.81793,"-37.81793, 144.98847"
2019,657,101072,101072,52 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98905,-37.81795,"-37.81795, 144.98905"
2019,657,101075,101075,44 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98902,-37.8182,"-37.8182, 144.98902"
2019,657,101078,101078,36-38 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98899,-37.81839,"-37.81839, 144.98899"
2019,657,101082,101082,28 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98894,-37.81861,"-37.81861, 144.98894"
2019,657,101084,101084,20-22 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98893,-37.81877,"-37.81877, 144.98893"
2019,657,101087,101087,14 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.9889,-37.81894,"-37.81894, 144.9889"
2019,657,109581,109581,94 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98796,-37.81849,"-37.81849, 144.98796"
2019,657,109584,109584,82-84 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,5,144.98792,-37.81872,"-37.81872, 144.98792"
2019,657,109586,109586,54-64 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98786,-37.81909,"-37.81909, 144.98786"
2019,657,109588,109588,28 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98868,-37.81911,"-37.81911, 144.98868"
2019,657,109978,109978,41 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9886,-37.81764,"-37.81764, 144.9886"
2019,657,110285,110285,2-40 Webb Lane EAST MELBOURNE 3002,East Melbourne,Residential,62,144.98927,-37.81884,"-37.81884, 144.98927"
2019,657,602726,602726,49 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98846,-37.81802,"-37.81802, 144.98846"
2019,657,618670,618670,40-44 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98839,-37.81913,"-37.81913, 144.98839"
2019,658,110264,110264,Brunton Avenue EAST MELBOURNE 3002,East Melbourne,Private,80,144.98728,-37.81973,"-37.81973, 144.98728"
2019,659,100847,100847,Melbourne Park 200 Batman Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Private,273,144.97904,-37.82134,"-37.82134, 144.97904"
2019,659,645935,100847,National Tennis Centre Melbourne Park 55 Olympic Boulevard MELBOURNE VIC 3004,Melbourne (Remainder),Commercial,909,144.97904,-37.82134,"-37.82134, 144.97904"
2019,660,602280,109256,Carpark Olympic Park 90 Olympic Boulevard MELBOURNE VIC 3004,Melbourne (Remainder),Commercial,154,144.98246,-37.82485,"-37.82485, 144.98246"
2019,710,108621,108621,393-401 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,65,144.97603,-37.83571,"-37.83571, 144.97603"
2019,710,108622,108622,403 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,1,144.97594,-37.83587,"-37.83587, 144.97594"
2019,720,108629,108629,427-431 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,126,144.97706,-37.83853,"-37.83853, 144.97706"
2019,720,108630,108630,2-6 Slater Street MELBOURNE VIC 3004,Melbourne (Remainder),Residential,54,144.97764,-37.8385,"-37.8385, 144.97764"
2019,724,108648,108648,545-547 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,11,144.98015,-37.84634,"-37.84634, 144.98015"
2019,724,108649,108649,549-551 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,250,144.98028,-37.84659,"-37.84659, 144.98028"
2019,724,108650,108650,553 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Commercial,183,144.98038,-37.84685,"-37.84685, 144.98038"
2019,729,110347,110347,The Centurion Apartments 81-89 Whiteman Street SOUTHBANK VIC 3006,Southbank,Residential,225,144.95603,-37.82697,"-37.82697, 144.95603"
2019,729,110348,110348,Yarra Crest Apartments 91-99 Whiteman Street SOUTHBANK VIC 3006,Southbank,Residential,75,144.95566,-37.82739,"-37.82739, 144.95566"
2019,730,110471,110471,57-59 Haig Street SOUTHBANK VIC 3006,Southbank,Private,10,144.95698,-37.82758,"-37.82758, 144.95698"
2019,730,110473,110473,65-73 Haig Street SOUTHBANK VIC 3006,Southbank,Private,12,144.95656,-37.82789,"-37.82789, 144.95656"
2019,730,110491,110491,Clarendon Towers 41-55 Haig Street SOUTHBANK VIC 3006,Southbank,Residential,300,144.95738,-37.82721,"-37.82721, 144.95738"
2019,731,110377,110377,305-331 City Road SOUTHBANK VIC 3006,Southbank,Private,33,144.95791,-37.82824,"-37.82824, 144.95791"
2019,732,110468,110468,58 Clarke Street SOUTHBANK VIC 3006,Southbank,Residential,44,144.95934,-37.82787,"-37.82787, 144.95934"
2019,733,110399,110399,105-107 Clarendon Street SOUTHBANK VIC 3006,Southbank,Residential,105,144.95826,-37.82713,"-37.82713, 144.95826"
2019,734,110372,110372,Platinum Apartments 43-47 Clarke Street SOUTHBANK VIC 3006,Southbank,Residential,269,144.95949,-37.82685,"-37.82685, 144.95949"
2019,734,110463,110463,51-65 Clarke Street SOUTHBANK VIC 3006,Southbank,Private,28,144.95973,-37.82732,"-37.82732, 144.95973"
2019,735,110444,110444,100-110 Kings Way SOUTHBANK VIC 3006,Southbank,Commercial,15,144.96166,-37.82795,"-37.82795, 144.96166"
2019,735,110637,110637,31-49 Moray Street SOUTHBANK VIC 3006,Southbank,Commercial,180,144.9614,-37.82762,"-37.82762, 144.9614"
2019,736,563369,563369,49 Balston Street SOUTHBANK VIC 3006,Southbank,Private,30,144.96321,-37.8267,"-37.8267, 144.96321"
2019,737,110405,110405,21-55 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Residential,91,144.96533,-37.82383,"-37.82383, 144.96533"
2019,740,110443,110443,151-169 Kings Way SOUTHBANK VIC 3006,Southbank,Private,32,144.96381,-37.82872,"-37.82872, 144.96381"
2019,740,110443,110443,151-169 Kings Way SOUTHBANK VIC 3006,Southbank,Private,3,144.96381,-37.82872,"-37.82872, 144.96381"
2019,741,110611,110611,Australian Centre Contemporary Art 101-111 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,3,144.96714,-37.82652,"-37.82652, 144.96714"
2019,741,110613,110613,131-139 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,4,144.96686,-37.82744,"-37.82744, 144.96686"
2019,741,110613,110613,131-139 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,27,144.96686,-37.82744,"-37.82744, 144.96686"
2019,741,110614,110614,141-151 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,29,144.96679,-37.8277,"-37.8277, 144.96679"
2019,741,110614,110614,141-151 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,11,144.96679,-37.8277,"-37.8277, 144.96679"
2019,741,110616,110616,161-173 Sturt Street SOUTHBANK VIC 3006,Southbank,Residential,92,144.96664,-37.82819,"-37.82819, 144.96664"
2019,742,110424,110424,12-80 Wells Street SOUTHBANK VIC 3006,Southbank,Residential,108,144.96834,-37.82674,"-37.82674, 144.96834"
2019,742,110425,110425,The Sovereign 6-10 Wells Street SOUTHBANK VIC 3006,Southbank,Residential,181,144.96855,-37.82617,"-37.82617, 144.96855"
2019,743,110451,110451,62-104 Coventry Street SOUTHBANK VIC 3006,Southbank,Residential,112,144.9679,-37.82916,"-37.82916, 144.9679"
2019,744,110429,110429,102-108 Dodds Street SOUTHBANK VIC 3006,Southbank,Private,28,144.96676,-37.82877,"-37.82877, 144.96676"
2019,744,110617,110617,175-187 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,29,144.96626,-37.82867,"-37.82867, 144.96626"
2019,745,110626,110626,248-250 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,4,144.96539,-37.82876,"-37.82876, 144.96539"
2019,746,110449,110437,99 Coventry Street SOUTHBANK VIC 3006,Southbank,Private,77,144.96623,-37.83069,"-37.83069, 144.96623"
2019,746,110450,110437,111 Coventry Street SOUTHBANK VIC 3006,Southbank,Private,78,144.96623,-37.83069,"-37.83069, 144.96623"
2019,747,110436,110436,68-70 Dorcas Street SOUTHBANK VIC 3006,Southbank,Residential,193,144.96747,-37.83063,"-37.83063, 144.96747"
2019,747,110446,110446,77-81 Coventry Street SOUTHBANK VIC 3006,Southbank,Residential,20,144.96747,-37.83012,"-37.83012, 144.96747"
2019,747,110447,110447,83-89 Coventry Street SOUTHBANK VIC 3006,Southbank,Private,30,144.96721,-37.8302,"-37.8302, 144.96721"
2019,748,110434,110434,10-16 Dorcas Street SOUTHBANK VIC 3006,Southbank,Private,47,144.96992,-37.82992,"-37.82992, 144.96992"
2019,748,110435,110435,Elm Apartments 18-24 Dorcas Street SOUTHBANK VIC 3006,Southbank,Residential,321,144.96957,-37.83002,"-37.83002, 144.96957"
2019,748,110456,110456,The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006,Southbank,Residential,224,144.96939,-37.82957,"-37.82957, 144.96939"
2019,750,569747,108655,Grant Street Terraces 3-17 Grant Street SOUTHBANK VIC 3006,Southbank,Residential,18,144.9701,-37.82562,"-37.82562, 144.9701"
2019,750,569749,108655,West Tower 250 St Kilda Road SOUTHBANK VIC 3006,Southbank,Residential,473,144.9701,-37.82562,"-37.82562, 144.9701"
2019,753,110379,110380,Herald And Weekly Times Building 40 City Road SOUTHBANK VIC 3006,Southbank,Private,257,144.9663,-37.82072,"-37.82072, 144.9663"
2019,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Commercial,581,144.9663,-37.82072,"-37.82072, 144.9663"
2019,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Private,4,144.9663,-37.82072,"-37.82072, 144.9663"
2019,753,110607,110607,Quay West Apartments 24-26 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Private,160,144.96711,-37.82038,"-37.82038, 144.96711"
2019,759,108633,108633,447-453 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,44,144.97787,-37.84001,"-37.84001, 144.97787"
2019,760,102177,102177,Greenview Corporate Centre 12-22 Commercial Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,38,144.97986,-37.84457,"-37.84457, 144.97986"
2019,760,108639,108639,Parkside Apartments 481-483 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,68,144.97865,-37.84214,"-37.84214, 144.97865"
2019,760,108640,108640,485-491 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,79,144.97879,-37.84254,"-37.84254, 144.97879"
2019,760,108644,108644,509-515 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,342,144.97936,-37.8441,"-37.8441, 144.97936"
2019,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94269,-37.82497,"-37.82497, 144.94269"
2019,772,110529,110529,81-83 Lorimer Street DOCKLANDS 3008,Docklands,Private,54,144.94214,-37.8246,"-37.8246, 144.94214"
2019,772,633674,633674,13-33 Hartley Street DOCKLANDS 3008,Docklands,Private,100,144.94061,-37.82477,"-37.82477, 144.94061"
2019,773,577280,577280,72-82 Lorimer Street DOCKLANDS 3008,Docklands,Residential,140,144.94497,-37.82471,"-37.82471, 144.94497"
2019,773,579363,579363,1-13 Point Park Crescent DOCKLANDS 3008,Docklands,Residential,305,144.94122,-37.82356,"-37.82356, 144.94122"
2019,773,627016,627016,73-91 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,302,144.93592,-37.82238,"-37.82238, 144.93592"
